id,round,pullback_score,extracted_target,extracted_source,gold_domains,concepts_matched,n_gold_concepts,coverage,stop_reason,image_path
053,3,3.546,creative inspiration,beer,beer | good idea,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k3/053.png
053,4,2.276,bad decision,beer,beer | good idea,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/053.png
053,5,1.004,creative inspiration,beer,beer | good idea,1,2,0.167,in_progress,visual_reasoning/experiment_1/images/k5/053.png
053,6,1.969,creative thinking,beer,beer | good idea,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/053.png
053,7,0.0,creative inspiration,beer,beer | good idea,1,2,0.0,in_progress,visual_reasoning/experiment_1/images/k7/053.png
053,8,4.784,creative thinking,fueled engine,beer | good idea,0,2,0.714,in_progress,visual_reasoning/experiment_1/images/k8/053.png
053,9,2.083,creative thinking,beer,beer | good idea,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k9/053.png
053,10,2.107,creative inspiration,beer,beer | good idea,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k10/053.png
054,1,0.953,quality sleep,warm glowing light,pillow | sleep supplements,1,2,0.143,flattened,visual_reasoning/experiment_1/images/k1/054.png
054,2,0.959,sleep quality,vitamins and supplements,pillow | sleep supplements,0,2,0.143,flattened,visual_reasoning/experiment_1/images/k2/054.png
055,1,3.378,inner fears,shadow monsters,fear | monster,2,2,0.571,in_progress,visual_reasoning/experiment_1/images/k1/055.png
055,2,2.015,fear,monster shadow,fear | monster,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k2/055.png
055,3,2.916,fear,shadow monsters,fear | monster,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k3/055.png
055,4,2.12,inner fears,shadow monsters,fear | monster,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/055.png
055,5,1.959,fear,shadow monster,fear | monster,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/055.png
055,6,3.99,inner fears,shadow monsters,fear | monster,2,2,0.571,in_progress,visual_reasoning/experiment_1/images/k6/055.png
055,7,2.143,fear and anxiety,darkness dispelled by light,fear | monster,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k7/055.png
055,8,1.27,inner demons,lantern driving away darkness,fear | monster,0,2,0.143,in_progress,visual_reasoning/experiment_1/images/k8/055.png
055,9,2.209,childhood fear,dark monster,fear | monster,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k9/055.png
055,10,0.957,childhood fear,monster,fear | monster,2,2,0.143,in_progress,visual_reasoning/experiment_1/images/k10/055.png
056,1,1.774,overcoming obstacles,ironing,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k1/056.png
056,2,0.918,desert heat,clothes iron,iron | dunes in the desert,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k2/056.png
056,3,1.836,extreme heat,clothes iron,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/056.png
056,4,1.443,extreme heat,clothes iron,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k4/056.png
056,5,1.252,extreme heat,clothes iron,iron | dunes in the desert,1,2,0.167,in_progress,visual_reasoning/experiment_1/images/k5/056.png
056,6,1.487,extreme heat,clothes iron,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k6/056.png
056,7,2.572,global warming,clothes iron,iron | dunes in the desert,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/056.png
056,8,1.407,extreme heat,steam iron,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k8/056.png
056,9,1.984,extreme heat,clothes iron,iron | dunes in the desert,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k9/056.png
056,10,1.475,desert heat,clothes iron,iron | dunes in the desert,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k10/056.png
057,1,1.913,raw power,sports car,vehicle | horse,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k1/057.png
057,2,4.991,automotive power,horse,vehicle | horse,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k2/057.png
057,3,2.694,automotive performance,horse,vehicle | horse,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k3/057.png
057,4,4.127,engine power,horse,vehicle | horse,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k4/057.png
057,5,2.553,engine power,horse,vehicle | horse,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/057.png
057,6,2.301,speed,jet-powered horse,vehicle | horse,1,2,0.5,in_progress,visual_reasoning/experiment_1/images/k6/057.png
057,7,2.917,engine power,horse,vehicle | horse,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/057.png
057,8,3.841,automotive power,horse,vehicle | horse,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k8/057.png
057,9,3.423,automotive power,horse,vehicle | horse,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k9/057.png
057,10,4.242,car,horse,vehicle | horse,2,2,0.571,in_progress,visual_reasoning/experiment_1/images/k10/057.png
058,1,2.836,hot sauce,explosion,ketchup | bomb,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k1/058.png
058,2,1.765,spiciness,explosion,ketchup | bomb,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k2/058.png
058,3,3.806,hot sauce,bomb,ketchup | bomb,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k3/058.png
058,4,0.988,hot sauce,bomb,ketchup | bomb,2,2,0.143,in_progress,visual_reasoning/experiment_1/images/k4/058.png
058,5,1.177,hot sauce,bomb,ketchup | bomb,2,2,0.167,in_progress,visual_reasoning/experiment_1/images/k5/058.png
058,6,3.8,ketchup,bomb,ketchup | bomb,2,2,0.667,in_progress,visual_reasoning/experiment_1/images/k6/058.png
058,7,2.774,ketchup,bomb,ketchup | bomb,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/058.png
058,8,0.958,ketchup,bomb,ketchup | bomb,2,2,0.167,in_progress,visual_reasoning/experiment_1/images/k8/058.png
058,9,2.846,ketchup,bomb,ketchup | bomb,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k9/058.png
058,10,2.492,ketchup,bomb,ketchup | bomb,2,2,0.333,in_progress,visual_reasoning/experiment_1/images/k10/058.png
059,1,0.928,hot sauce,fire,ketchup | flame,2,2,0.143,flattened,visual_reasoning/experiment_1/images/k1/059.png
059,2,1.703,hot sauce,fire,ketchup | flame,2,2,0.286,flattened,visual_reasoning/experiment_1/images/k2/059.png
059,3,1.655,spicy ketchup,fire,ketchup | flame,2,2,0.286,flattened,visual_reasoning/experiment_1/images/k3/059.png
060,1,1.661,air travel,lego bricks,lego bricks | airplane,2,2,0.286,flattened,visual_reasoning/experiment_1/images/k1/060.png
060,2,1.725,aviation,lego construction,lego bricks | airplane,2,2,0.286,flattened,visual_reasoning/experiment_1/images/k2/060.png
060,3,1.678,innovation,lego construction,lego bricks | airplane,1,2,0.286,flattened,visual_reasoning/experiment_1/images/k3/060.png
061,1,2.445,emotional crisis,stormy sea survival,condom | life buoy,0,2,0.286,generation_failed,visual_reasoning/experiment_1/images/k1/061.png
061,2,3.084,sexual protection,ocean rescue,condom | life buoy,1,2,0.429,generation_failed,visual_reasoning/experiment_1/images/k2/061.png
061,3,3.612,sexual protection,life preserver,condom | life buoy,2,2,0.667,generation_failed,visual_reasoning/experiment_1/images/k3/061.png
062,1,1.889,smile,fire,smile | lightbulb,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k1/062.png
062,2,1.241,smile,light bulbs,smile | lightbulb,2,2,0.143,in_progress,visual_reasoning/experiment_1/images/k2/062.png
062,3,2.851,joy,light bulbs,smile | lightbulb,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k3/062.png
062,4,1.982,smile,radiant light,smile | lightbulb,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k4/062.png
062,5,1.161,joy,light bulbs,smile | lightbulb,1,2,0.167,in_progress,visual_reasoning/experiment_1/images/k5/062.png
062,6,2.02,joy,fire,smile | lightbulb,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k6/062.png
062,7,0.944,happiness,radiant light,smile | lightbulb,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k7/062.png
062,8,1.083,happiness,light,smile | lightbulb,2,2,0.167,in_progress,visual_reasoning/experiment_1/images/k8/062.png
062,9,3.465,creative inspiration,light bulbs,smile | lightbulb,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k9/062.png
062,10,2.391,bright smile,light bulbs,smile | lightbulb,2,2,0.5,in_progress,visual_reasoning/experiment_1/images/k10/062.png
063,1,2.133,mass conformity,factory assembly line,education | wood factory,1,2,0.429,flattened,visual_reasoning/experiment_1/images/k1/063.png
063,2,2.143,education system,factory assembly line,education | wood factory,2,2,0.429,flattened,visual_reasoning/experiment_1/images/k2/063.png
064,1,1.433,unhealthy temptation,lollipop,lollipop | apple,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k1/064.png
064,2,3.547,healthy eating,candy,lollipop | apple,0,2,0.571,in_progress,visual_reasoning/experiment_1/images/k2/064.png
064,3,5.198,healthy food,candy,lollipop | apple,0,2,0.714,in_progress,visual_reasoning/experiment_1/images/k3/064.png
064,4,3.532,apple,lollipop,lollipop | apple,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/064.png
064,5,2.468,healthy food,lollipop,lollipop | apple,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k5/064.png
064,6,1.543,apple,lollipop,lollipop | apple,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k6/064.png
064,7,1.853,healthy eating,lollipop,lollipop | apple,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k7/064.png
064,8,3.707,healthy eating,lollipop,lollipop | apple,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k8/064.png
064,9,2.665,healthy eating,lollipop,lollipop | apple,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k9/064.png
064,10,2.838,healthy eating,lollipop,lollipop | apple,1,2,0.5,in_progress,visual_reasoning/experiment_1/images/k10/064.png
065,1,4.377,nutrition,protective shield,healthy diet | preventative medicine,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k1/065.png
065,2,0.0,nutrition,precious gemstones,healthy diet | preventative medicine,1,2,0.0,in_progress,visual_reasoning/experiment_1/images/k2/065.png
065,3,2.622,nutrition and body health,electrical power circuit,healthy diet | preventative medicine,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/065.png
065,4,0.988,healthy diet,protective shield,healthy diet | preventative medicine,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k4/065.png
065,5,6.136,gut-brain connection,electrical circuit,healthy diet | preventative medicine,0,2,0.714,in_progress,visual_reasoning/experiment_1/images/k5/065.png
065,6,1.764,gut-brain connection,medicine,healthy diet | preventative medicine,1,2,0.222,in_progress,visual_reasoning/experiment_1/images/k6/065.png
065,7,1.535,gut-brain connection,nutrition as fuel,healthy diet | preventative medicine,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k7/065.png
065,8,4.68,gut-brain connection,power circuit,healthy diet | preventative medicine,0,2,0.714,in_progress,visual_reasoning/experiment_1/images/k8/065.png
065,9,1.471,brain health,gut nutrition,healthy diet | preventative medicine,0,2,0.333,in_progress,visual_reasoning/experiment_1/images/k9/065.png
065,10,2.248,brain health,natural nutrition,healthy diet | preventative medicine,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k10/065.png
066,1,0.936,healthcare compassion,garbage,refusing organ donation | trash,1,2,0.143,generation_failed,visual_reasoning/experiment_1/images/k1/066.png
066,2,3.274,neglect of elderly patients,garbage disposal,refusing organ donation | trash,0,2,0.429,generation_failed,visual_reasoning/experiment_1/images/k2/066.png
067,1,4.524,liberation,wall demolition,power drill | nelson mandela,0,2,0.571,in_progress,visual_reasoning/experiment_1/images/k1/067.png
067,2,2.618,nelson mandela,drill,power drill | nelson mandela,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k2/067.png
067,3,1.839,liberation from oppression,breaking through barrier,power drill | nelson mandela,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/067.png
067,4,2.33,liberation from oppression,breaking through a wall,power drill | nelson mandela,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/067.png
067,5,2.583,apartheid,wall demolition,power drill | nelson mandela,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k5/067.png
067,6,3.243,dismantling of apartheid,power drill breaking wall,power drill | nelson mandela,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/067.png
067,7,2.517,anti-apartheid resistance,drill breaking through wall,power drill | nelson mandela,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/067.png
067,8,2.977,anti-apartheid struggle,wall demolition,power drill | nelson mandela,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k8/067.png
067,9,1.625,nelson mandela,power drill,power drill | nelson mandela,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k9/067.png
067,10,2.893,apartheid,wall being drilled through,power drill | nelson mandela,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k10/067.png
068,1,1.082,food,balloons,mayonnaise | helium balloons,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k1/068.png
068,2,2.108,hellmann's mayonnaise,balloons,mayonnaise | helium balloons,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k2/068.png
068,3,0.0,hellmann's mayonnaise,balloon floating in sky,mayonnaise | helium balloons,2,2,0.0,in_progress,visual_reasoning/experiment_1/images/k3/068.png
068,4,1.59,mayonnaise,balloons,mayonnaise | helium balloons,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k4/068.png
068,5,1.033,hellmann's mayonnaise,balloons,mayonnaise | helium balloons,2,2,0.143,in_progress,visual_reasoning/experiment_1/images/k5/068.png
068,6,0.0,burger,balloon,mayonnaise | helium balloons,1,2,0.0,in_progress,visual_reasoning/experiment_1/images/k6/068.png
068,7,2.653,burger,balloon,mayonnaise | helium balloons,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/068.png
068,8,2.117,mayonnaise indulgence,celebration,mayonnaise | helium balloons,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k8/068.png
068,9,3.102,hellmann's mayonnaise,birthday celebration,mayonnaise | helium balloons,1,2,0.5,in_progress,visual_reasoning/experiment_1/images/k9/068.png
068,10,1.956,hellmann's mayonnaise,birthday celebration,mayonnaise | helium balloons,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k10/068.png
069,1,2.888,mccafe coffee,car engine,coffee | fuel,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k1/069.png
069,2,1.923,coffee as energy,vehicle fuel,coffee | fuel,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k2/069.png
069,3,2.044,caffeine energy boost,electric power surge,coffee | fuel,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/069.png
069,4,1.927,coffee energy boost,electrical charging,coffee | fuel,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k4/069.png
069,5,1.831,coffee energy boost,fuel,coffee | fuel,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/069.png
069,6,4.561,coffee energy boost,fuel for vehicles,coffee | fuel,2,2,0.571,in_progress,visual_reasoning/experiment_1/images/k6/069.png
069,7,1.008,coffee energy boost,explosion,coffee | fuel,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k7/069.png
069,8,4.546,human energy,fuel,coffee | fuel,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k8/069.png
069,9,1.992,energy and alertness,fuel gauge,coffee | fuel,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k9/069.png
069,10,2.093,mccafé coffee energy boost,fuel for vehicle,coffee | fuel,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k10/069.png
070,1,3.371,desperation,french fries,fry | cigarette,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k1/070.png
070,2,1.077,nicotine addiction,desperate craving,fry | cigarette,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k2/070.png
070,3,1.948,junk food addiction,cigarette smoking,fry | cigarette,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/070.png
070,4,5.051,fast food addiction,smoking,fry | cigarette,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k4/070.png
070,5,4.302,junk food addiction,smoking,fry | cigarette,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k5/070.png
070,6,3.171,junk food addiction,smoking,fry | cigarette,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/070.png
070,7,5.307,fast food addiction,smoking addiction,fry | cigarette,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k7/070.png
070,8,5.989,junk food addiction,smoking addiction,fry | cigarette,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k8/070.png
070,9,2.763,fast food addiction,cigarette smoking,fry | cigarette,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k9/070.png
070,10,2.088,fast food addiction,smoking addiction,fry | cigarette,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k10/070.png
071,1,2.713,coffee energy,fire,coffee beans | heavy eyelids,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k1/071.png
071,2,1.051,caffeine alertness,coffee beans,coffee beans | heavy eyelids,1,2,0.167,in_progress,visual_reasoning/experiment_1/images/k2/071.png
071,3,1.556,alertness,coffee,coffee beans | heavy eyelids,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k3/071.png
071,4,2.422,caffeine stimulation,fire,coffee beans | heavy eyelids,0,2,0.5,in_progress,visual_reasoning/experiment_1/images/k4/071.png
071,5,1.02,caffeine energy,explosion,coffee beans | heavy eyelids,0,2,0.167,in_progress,visual_reasoning/experiment_1/images/k5/071.png
071,6,2.109,mental alertness,coffee,coffee beans | heavy eyelids,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/071.png
071,7,0.973,wakefulness,coffee,coffee beans | heavy eyelids,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k7/071.png
071,8,3.058,wakefulness,coffee,coffee beans | heavy eyelids,1,2,0.5,in_progress,visual_reasoning/experiment_1/images/k8/071.png
071,9,1.581,alertness,coffee,coffee beans | heavy eyelids,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k9/071.png
071,10,3.24,alertness,coffee,coffee beans | heavy eyelids,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k10/071.png
072,1,2.12,natural landscape,cooking ingredients,earth | kitchen prep station,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k1/072.png
072,2,1.921,exploitation of earth,cooking,earth | kitchen prep station,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k2/072.png
072,3,3.483,earth stewardship,culinary preparation,earth | kitchen prep station,1,2,0.444,in_progress,visual_reasoning/experiment_1/images/k3/072.png
072,4,0.0,ecosystems,cooking,earth | kitchen prep station,0,2,0.0,in_progress,visual_reasoning/experiment_1/images/k4/072.png
072,5,1.721,exploitation of earth's resources,food preparation,earth | kitchen prep station,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/072.png
072,6,2.224,exploitation of earth's resources,food preparation,earth | kitchen prep station,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k6/072.png
072,7,3.554,exploitation of earth,cooking,earth | kitchen prep station,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k7/072.png
072,8,2.224,earth's resources,food preparation,earth | kitchen prep station,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k8/072.png
072,9,1.757,earth,food preparation,earth | kitchen prep station,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k9/072.png
072,10,3.016,earth exploitation,food preparation,earth | kitchen prep station,2,2,0.571,in_progress,visual_reasoning/experiment_1/images/k10/072.png
073,1,1.436,farmer,wheat,harvester | crop,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k1/073.png
073,2,2.54,labor exploitation,wheat harvest,harvester | crop,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k2/073.png
073,3,2.159,worker exploitation,crop harvesting,harvester | crop,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/073.png
073,4,3.163,corporate exploitation of farmers,predatory monster devouring prey,harvester | crop,0,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/073.png
073,5,5.642,corporate exploitation of workers,crop harvesting,harvester | crop,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k5/073.png
073,6,4.846,labor exploitation,harvesting,harvester | crop,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k6/073.png
073,7,2.411,agricultural profit,grain harvesting,harvester | crop,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/073.png
073,8,5.274,financial profit,crop harvesting,harvester | crop,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k8/073.png
073,9,4.079,mass vehicle production,crop harvesting,harvester | crop,1,2,0.667,in_progress,visual_reasoning/experiment_1/images/k9/073.png
073,10,5.297,mass production of vehicles,crop harvesting,harvester | crop,1,2,0.714,in_progress,visual_reasoning/experiment_1/images/k10/073.png
074,1,1.109,morning motivation,milo,milo coffee | champion,1,2,0.143,flattened,visual_reasoning/experiment_1/images/k1/074.png
074,2,1.075,milo,athletic champion,milo coffee | champion,2,2,0.167,flattened,visual_reasoning/experiment_1/images/k2/074.png
075,1,2.603,freedom,surfing,life | wave to be surfed,0,2,0.429,generation_failed,visual_reasoning/experiment_1/images/k1/075.png
075,2,1.127,human life journey,ocean wave,life | wave to be surfed,1,2,0.143,generation_failed,visual_reasoning/experiment_1/images/k2/075.png
076,1,0.0,bottled water,mountain stream,vodka | nature,0,2,0.0,in_progress,visual_reasoning/experiment_1/images/k1/076.png
076,2,1.453,bottled water,waterfall,vodka | nature,0,2,0.286,in_progress,visual_reasoning/experiment_1/images/k2/076.png
076,3,1.606,vodka,mountain spring water,vodka | nature,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k3/076.png
076,4,2.289,vodka,nature,vodka | nature,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k4/076.png
076,5,3.333,vodka purity,natural spring,vodka | nature,1,2,0.571,in_progress,visual_reasoning/experiment_1/images/k5/076.png
076,6,3.136,vodka,wheat distillation,vodka | nature,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/076.png
076,7,1.261,vodka,wheat field,vodka | nature,1,2,0.143,in_progress,visual_reasoning/experiment_1/images/k7/076.png
076,8,3.024,nature,perfume bottle,vodka | nature,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k8/076.png
076,9,2.833,nature,glass bottle,vodka | nature,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k9/076.png
076,10,1.273,alcohol addiction,rooted plant,vodka | nature,0,2,0.143,in_progress,visual_reasoning/experiment_1/images/k10/076.png
077,1,0.0,nescafé coffee,fire and electricity,coffee | battery,1,2,0.0,in_progress,visual_reasoning/experiment_1/images/k1/077.png
077,2,5.078,nescafé,battery,coffee | battery,2,2,0.714,in_progress,visual_reasoning/experiment_1/images/k2/077.png
077,3,2.729,coffee energy,battery,coffee | battery,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k3/077.png
077,4,1.838,coffee energy boost,battery,coffee | battery,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k4/077.png
077,5,1.542,coffee energy boost,electric battery,coffee | battery,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/077.png
077,6,3.259,coffee energy boost,battery,coffee | battery,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k6/077.png
077,7,2.674,coffee energy boost,battery,coffee | battery,2,2,0.5,in_progress,visual_reasoning/experiment_1/images/k7/077.png
077,8,3.393,caffeine energy boost,battery,coffee | battery,1,2,0.667,in_progress,visual_reasoning/experiment_1/images/k8/077.png
077,9,2.593,coffee energy boost,battery,coffee | battery,2,2,0.5,in_progress,visual_reasoning/experiment_1/images/k9/077.png
077,10,1.634,nescafé coffee,battery,coffee | battery,2,2,0.333,in_progress,visual_reasoning/experiment_1/images/k10/077.png
078,1,1.406,nature,glass bottle,water | mountain,0,2,0.333,flattened,visual_reasoning/experiment_1/images/k1/078.png
078,2,1.045,evian water,alpine mountain spring,water | mountain,2,2,0.143,flattened,visual_reasoning/experiment_1/images/k2/078.png
078,3,0.997,evian water,mountain,water | mountain,2,2,0.143,flattened,visual_reasoning/experiment_1/images/k3/078.png
079,1,1.275,dry skin,cactus,nivea cream | cactus,1,2,0.143,flattened,visual_reasoning/experiment_1/images/k1/079.png
079,2,4.113,dry skin,cactus,nivea cream | cactus,1,2,0.571,flattened,visual_reasoning/experiment_1/images/k2/079.png
079,3,2.793,dry skin,cactus,nivea cream | cactus,1,2,0.429,flattened,visual_reasoning/experiment_1/images/k3/079.png
079,4,2.705,dry skin,cactus,nivea cream | cactus,1,2,0.429,flattened,visual_reasoning/experiment_1/images/k4/079.png
079,5,1.756,dry skin,cactus,nivea cream | cactus,1,2,0.286,flattened,visual_reasoning/experiment_1/images/k5/079.png
079,6,4.197,dry skin,cactus,nivea cream | cactus,1,2,0.571,flattened,visual_reasoning/experiment_1/images/k6/079.png
079,7,4.031,dry skin,cactus,nivea cream | cactus,1,2,0.571,flattened,visual_reasoning/experiment_1/images/k7/079.png
079,8,2.083,dry skin,cactus,nivea cream | cactus,1,2,0.429,flattened,visual_reasoning/experiment_1/images/k8/079.png
079,9,2.112,dry skin,cactus,nivea cream | cactus,1,2,0.429,flattened,visual_reasoning/experiment_1/images/k9/079.png
080,1,2.438,uprising,toast popping from toaster,human skin in the sun | bread in a toaster,1,2,0.286,generation_failed,visual_reasoning/experiment_1/images/k1/080.png
080,2,1.977,sunburn,toasting bread,human skin in the sun | bread in a toaster,2,2,0.286,generation_failed,visual_reasoning/experiment_1/images/k2/080.png
080,3,6.612,sunburn,bread toasting,human skin in the sun | bread in a toaster,2,2,0.75,generation_failed,visual_reasoning/experiment_1/images/k3/080.png
080,4,6.166,sunburn,bread toasting,human skin in the sun | bread in a toaster,2,2,0.833,generation_failed,visual_reasoning/experiment_1/images/k4/080.png
080,5,0.0,sunburn,toasting bread,human skin in the sun | bread in a toaster,2,2,0.0,generation_failed,visual_reasoning/experiment_1/images/k5/080.png
080,6,0.947,hunger,blazing sun,human skin in the sun | bread in a toaster,0,2,0.143,generation_failed,visual_reasoning/experiment_1/images/k6/080.png
080,7,2.643,self-destruction,toaster,human skin in the sun | bread in a toaster,1,2,0.429,generation_failed,visual_reasoning/experiment_1/images/k7/080.png
081,1,2.911,stubbornness,brick wall,blocked nose | brick wall,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k1/081.png
081,2,3.203,resilience,brick wall deflecting wind,blocked nose | brick wall,1,2,0.429,in_progress,visual_reasoning/experiment_1/images/k2/081.png
081,3,2.825,cat,brick wall,blocked nose | brick wall,1,2,0.333,in_progress,visual_reasoning/experiment_1/images/k3/081.png
081,4,1.202,nasal congestion,brick wall,blocked nose | brick wall,2,2,0.143,in_progress,visual_reasoning/experiment_1/images/k4/081.png
081,5,2.205,nasal congestion,brick wall,blocked nose | brick wall,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k5/081.png
081,6,1.972,nasal congestion,brick wall,blocked nose | brick wall,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k6/081.png
081,7,3.243,nasal congestion,brick wall,blocked nose | brick wall,2,2,0.429,in_progress,visual_reasoning/experiment_1/images/k7/081.png
081,8,2.001,arterial blockage,brick wall,blocked nose | brick wall,1,2,0.286,in_progress,visual_reasoning/experiment_1/images/k8/081.png
081,9,1.419,throat blockage,brick wall,blocked nose | brick wall,2,2,0.286,in_progress,visual_reasoning/experiment_1/images/k9/081.png
